kegg_code	genome_code	organism_name
sub	T00849	Streptococcus_uberis
sds	T00932	Streptococcus_dysgalactiae_subsp._equisimilis_GGS_124
sdg	T02017	Streptococcus_dysgalactiae_subsp._equisimilis_ATCC_12394
sda	T02269	Streptococcus_dysgalactiae_subsp._equisimilis_RE378
sdc	T02333	Streptococcus_dysgalactiae_subsp._equisimilis_AC-2713
sdq	T02870	Streptococcus_dysgalactiae_subsp._equisimilis_167
sga	T01171	Streptococcus_gallolyticus_UCN34
sgg	T01444	Streptococcus_gallolyticus_subsp._gallolyticus_ATCC_BAA-2069
sgt	T02018	Streptococcus_gallolyticus_subsp._gallolyticus_ATCC_43143
smb	T01173	Streptococcus_mitis_B6
sor	T01476	Streptococcus_oralis
stk	T01504	Streptococcus_parauberis
stb	T01524	Streptococcus_pasteurianus
scp	T01545	Streptococcus_parasanguinis_ATCC_15912
scf	T02115	Streptococcus_parasanguinis_FW213
ssr	T01580	Streptococcus_salivarius_CCHSS3
stf	T02088	Streptococcus_salivarius_57.I
stj	T02089	Streptococcus_salivarius_JIM8777
std	T01590	Streptococcus_pseudopneumoniae
smn	T01674	Streptococcus_macedonicus
sif	T01765	Streptococcus_infantarius
sie	T02156	Streptococcus_intermedius_JTH08
sib	T02830	Streptococcus_intermedius_B196
siu	T02831	Streptococcus_intermedius_C270
sang	T02828	Streptococcus_anginosus_C1051
sanc	T02829	Streptococcus_anginosus_C238
scg	T02832	Streptococcus_constellatus_subsp._pharyngis_C1050
scon	T02833	Streptococcus_constellatus_subsp._pharyngis_C232
scos	T02834	Streptococcus_constellatus_subsp._pharyngis_C818
soi	T02649	Streptococcus_oligofermentans
sik	T02686	Streptococcus_iniae
slu	T02775	Streptococcus_lutetiensis
sig	T02879	Streptococcus_sp._I-G2
sip	T02880	Streptococcus_sp._I-P16
lpl	T00115	Lactobacillus_plantarum_WCFS1
lpj	T00946	Lactobacillus_plantarum_JDM1
lpt	T02458	Lactobacillus_plantarum_ZJ316
lps	T01324	Lactobacillus_plantarum_subsp._plantarum_ST-III
lpr	T02670	Lactobacillus_plantarum_subsp._plantarum_P-8
lpz	T02698	Lactobacillus_plantarum_16
ljo	T00158	Lactobacillus_johnsonii_NCC_533
ljf	T01120	Lactobacillus_johnsonii_FI9785
ljh	T01960	Lactobacillus_johnsonii_DPC_6026
lac	T00231	Lactobacillus_acidophilus_NCFM
lai	T01436	Lactobacillus_acidophilus_30SC
lad	T02647	Lactobacillus_acidophilus_La-14
lsa	T00299	Lactobacillus_sakei
lsl	T00337	Lactobacillus_salivarius_UCC118
lsi	T01962	Lactobacillus_salivarius_CECT_5713
ldb	T00364	Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_11842
lbu	T00419	Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_BAA-365
lde	T01360	Lactobacillus_delbrueckii_subsp._bulgaricus_ND02
ldl	T01957	Lactobacillus_delbrueckii_subsp._bulgaricus_2038
lbr	T00406	Lactobacillus_brevis_ATCC_367
lbk	T02528	Lactobacillus_brevis_KB290
lca	T00407	Lactobacillus_casei_ATCC_334
lcb	T00723	Lactobacillus_casei_BL23
lcz	T01280	Lactobacillus_casei_Zhang
lcs	T01955	Lactobacillus_casei_BD-II
lce	T01956	Lactobacillus_casei_LC2W
lcw	T02337	Lactobacillus_casei_W56
lcl	T02729	Lactobacillus_casei_LOCK919
lga	T00410	Lactobacillus_gasseri
lre	T00535	Lactobacillus_reuteri_DSM_20016
lrf	T00735	Lactobacillus_reuteri_JCM_1112
lru	T01551	Lactobacillus_reuteri_SD2112
lrt	T02701	Lactobacillus_reuteri_I5007
lrr	T02745	Lactobacillus_reuteri_TD1
lhe	T00625	Lactobacillus_helveticus_DPC_4571
lhl	T01959	Lactobacillus_helveticus_H10
lhr	T02217	Lactobacillus_helveticus_R0052
lhv	T02744	Lactobacillus_helveticus_CNRZ32
lfe	T00699	Lactobacillus_fermentum_IFO_3956
lfr	T01958	Lactobacillus_fermentum_CECT_5716
lff	T02669	Lactobacillus_fermentum_F-6
lrh	T00987	Lactobacillus_rhamnosus_GG
lrg	T02100	Lactobacillus_rhamnosus_GG
lrl	T00990	Lactobacillus_rhamnosus_Lc_705
lra	T01961	Lactobacillus_rhamnosus_ATCC_8530
lro	T02730	Lactobacillus_rhamnosus_LOCK900
lrc	T02731	Lactobacillus_rhamnosus_LOCK908
lcr	T01222	Lactobacillus_crispatus
lam	T01371	Lactobacillus_amylovorus_GRL_1112
lay	T01954	Lactobacillus_amylovorus_GRL1118
lbh	T01477	Lactobacillus_buchneri_NRRL_B-30929
lbn	T02244	Lactobacillus_buchneri_CD034
lke	T01526	Lactobacillus_kefiranofaciens
lrm	T01626	Lactobacillus_ruminis
lsn	T01627	Lactobacillus_sanfranciscensis
lpi	T02808	Lactobacillus_paracasei
ppe	T00409	Pediococcus_pentosaceus
pce	T01713	Pediococcus_claussenii
efa	T00123	Enterococcus_faecalis_V583
efl	T01881	Enterococcus_faecalis_62
efi	T01882	Enterococcus_faecalis_OG1RF
efd	T02172	Enterococcus_faecalis_D32
efs	T02399	Enterococcus_faecalis_Symbioflor_1
efc	T01772	Enterococcus_faecium_Aus0004
efau	T02788	Enterococcus_faecium_Aus0085
efu	T02120	Enterococcus_faecium_DO
efm	T02454	Enterococcus_faecium_NRRL_B-2354
ehr	T02160	Enterococcus_hirae
ene	T02585	Enterococcus_sp._7L76
ecas	T02623	Enterococcus_casseliflavus
mps	T01492	Melissococcus_plutonius_ATCC_35311
mpx	T01763	Melissococcus_plutonius_DAT561
thl	T01640	Tetragenococcus_halophilus
ooe	T00408	Oenococcus_oeni
lme	T00411	Leuconostoc_mesenteroides_subsp._mesenteroides_ATCC_8293
lmm	T01768	Leuconostoc_mesenteroides_subsp._mesenteroides_J18
lci	T00663	Leuconostoc_citreum
lki	T01233	Leuconostoc_kimchii
lgs	T01267	Leuconostoc_gasicomitatum
lec	T01567	Leuconostoc_sp._C2
lcn	T02321	Leuconostoc_carnosum
lge	T02322	Leuconostoc_gelidum
aur	T01447	Aerococcus_urinae
crn	T01452	Carnobacterium_sp._17-4
cml	T02342	Carnobacterium_maltaromaticum
caw	T02884	Carnobacterium_sp._WN1359
wko	T01577	Weissella_koreensis
cac	T00056	Clostridium_acetobutylicum_ATCC_824
cae	T01548	Clostridium_acetobutylicum_DSM_1731
cay	T01864	Clostridium_acetobutylicum_EA_2018
cpe	T00074	Clostridium_perfringens_13
cpf	T00378	Clostridium_perfringens_ATCC_13124
cpr	T00379	Clostridium_perfringens_SM101
ctc	T00112	Clostridium_tetani_E88
cno	T00431	Clostridium_novyi
cth	T00474	Clostridium_thermocellum_ATCC_27405
ctx	T01933	Clostridium_thermocellum_DSM_1313
cbo	T00533	Clostridium_botulinum_A_ATCC_3502
cba	T00574	Clostridium_botulinum_A_ATCC_19397
cbh	T00575	Clostridium_botulinum_A_Hall
cby	T00883	Clostridium_botulinum_A2
cbl	T00670	Clostridium_botulinum_A3_Loch_Maree
cbk	T00696	Clostridium_botulinum_B_Eklund_17B
cbb	T00671	Clostridium_botulinum_B1_Okra
cbi	T00895	Clostridium_botulinum_Ba4
cbn	T01475	Clostridium_botulinum_BKT015925
cbt	T00767	Clostridium_botulinum_E3
cbf	T00563	Clostridium_botulinum_F_Langeland
cbm	T01865	Clostridium_botulinum_F_230613
cbj	T02076	Clostridium_botulinum_H04402_065
cbe	T00547	Clostridium_beijerinckii
ckl	T00564	Clostridium_kluyveri_DSM_555
ckr	T00832	Clostridium_kluyveri_NBRC_12016
cpy	T00619	Clostridium_phytofermentans
cce	T00835	Clostridium_cellulolyticum
clj	T01276	Clostridium_ljungdahlii
csh	T01288	Clostridium_saccharolyticum_WM1
cso	T02614	Clostridium_cf._saccharolyticum_K10
ccb	T01294	Clostridium_cellulovorans
cls	T01565	Clostridium_sp._SY8519
clb	T01708	Clostridium_sp._BNL1100
ccl	T01661	Clostridium_clariflavum_DSM_19732
cad	T02255	Clostridium_acidurici
csr	T02467	Clostridium_saccharoperbutylacetonicum
cpas	T02645	Clostridium_pasteurianum
csb	T02876	Clostridium_saccharobutylicum
cah	T02883	Clostridium_autoethanogenum
css	T02440	Clostridium_stercorarium_subsp._stercorarium_DSM_8532
csd	T02527	Clostridium_stercorarium_subsp._stercorarium_DSM_8532
cdf	T00487	Clostridium_difficile_630
cdc	T00997	Clostridium_difficile_CD196
cdl	T00998	Clostridium_difficile_R20291
cdg	T01779	Clostridium_difficile_BI1
cst	T01334	Clostridium_sticklandii
faa	T01663	Filifactor_alocis
amt	T00551	Alkaliphilus_metalliredigens
aoe	T00607	Alkaliphilus_oremlandii
asf	T01591	Candidatus_Arthromitus_sp._SFB-mouse-Japan
asm	T01857	Candidatus_Arthromitus_sp._SFB-mouse-Yit
asb	T01624	Candidatus_Arthromitus_sp._SFB-rat-Yit
sth	T00196	Symbiobacterium_thermophilum
swo	T00396	Syntrophomonas_wolfei
slp	T01253	Syntrophothermus_lipocalidus
dsy	T00333	Desulfitobacterium_hafniense_Y51
dhd	T00822	Desulfitobacterium_hafniense_DCB-2
ddh	T02146	Desulfitobacterium_dehalogenans
ddl	T02390	Desulfitobacterium_dichloroeliminans
drm	T00494	Desulfotomaculum_reducens
dae	T00986	Desulfotomaculum_acetoxidans
dca	T01498	Desulfotomaculum_carboxydivorans
dku	T01499	Desulfotomaculum_kuznetsovii
dru	T01518	Desulfotomaculum_ruminis
dgi	T02657	Desulfotomaculum_gibsoniae
pth	T00519	Pelotomaculum_thermopropionicum
dau	T00655	Candidatus_Desulforudis_audaxviator
tjr	T01226	Thermincola_potens_JR
sgy	T01429	Syntrophobotulus_glycolicus
dor	T01675	Desulfosporosinus_orientis
dai	T02148	Desulfosporosinus_acidiphilus
dmi	T02207	Desulfosporosinus_meridiei
ded	T02278	Dehalobacter_sp._DCA
dec	T02279	Dehalobacter_sp._CF
hmo	T00653	Heliobacterium_modesticaldum
fma	T00661	Finegoldia_magna
apr	T00964	Anaerococcus_prevotii
eel	T00908	Eubacterium_eligens
ere	T00909	Eubacterium_rectale_ATCC_33656
ert	T02587	Eubacterium_rectale_DSM_17629
era	T02588	Eubacterium_rectale_M104/1
elm	T01336	Eubacterium_limosum
esr	T02589	Eubacterium_siraeum_V10Sc8a
esu	T02590	Eubacterium_siraeum_70/3
awo	T01732	Acetobacterium_woodii
bpb	T01292	Butyrivibrio_proteoclasticus
bfi	T02581	Butyrivibrio_fibrisolvens
cle	T01448	Clostridium_lentocellum
rho	T01621	Roseburia_hominis
rix	T02597	Roseburia_intestinalis_XB6B4
rim	T02598	Roseburia_intestinalis_M50/1
coo	T02583	Coprococcus_sp._ART55/1
cct	T02584	Coprococcus_catus
eha	T01384	Ethanoligenens_harbinense
ral	T01387	Ruminococcus_albus
rbr	T02599	Ruminococcus_bromii
rch	T02600	Ruminococcus_champanellensis
rum	T02601	Ruminococcus_sp._SR1/5
rob	T02605	Ruminococcus_obeum_A2-162
rto	T02606	Ruminococcus_torques_L2-14
fpr	T02591	Faecalibacterium_prausnitzii_L2-6
fpa	T02592	Faecalibacterium_prausnitzii_SL3/3
ova	T01636	Oscillibacter_valericigenes
tmr	T01388	Thermaerobacter_marianensis
say	T01576	Sulfobacillus_acidophilus_TPY
sap	T01746	Sulfobacillus_acidophilus_DSM_10332
clo	T01181	Clostridiales_genomosp._BVAB3
bprm	T02610	Butyrate-producing_bacterium_SM4/1
bprs	T02611	Butyrate-producing_bacterium_SS3/4
bprl	T02612	Butyrate-producing_bacterium_SSC/2
tte	T00081	Thermoanaerobacter_tengcongensis
tex	T00648	Thermoanaerobacter_sp._X514
thx	T01317	Thermoanaerobacter_sp._X513
tpd	T00649	Thermoanaerobacter_pseudethanolicus
tit	T01178	Thermoanaerobacter_italicus
tmt	T01250	Thermoanaerobacter_mathranii
tbo	T01409	Thermoanaerobacter_brockii
twi	T01607	Thermoanaerobacter_wiegelii
chy	T00287	Carboxydothermus_hydrogenoformans
tep	T01495	Tepidanaerobacter_sp._Re1
tae	T02434	Tepidanaerobacter_acetatoxydans_Re1
mta	T00308	Moorella_thermoacetica
adg	T00994	Ammonifex_degensii
tpz	T02276	Thermacetogenium_phaeum
csc	T00506	Caldicellulosiruptor_saccharolyticus
ate	T00857	Caldicellulosiruptor_bescii
cob	T01293	Caldicellulosiruptor_obsidiansis
chd	T01346	Caldicellulosiruptor_hydrothermalis
cow	T01347	Caldicellulosiruptor_owensensis
cki	T01356	Caldicellulosiruptor_kristjanssonii
ckn	T01357	Caldicellulosiruptor_kronotskyensis
clc	T01600	Caldicellulosiruptor_lactoaceticus
toc	T01289	Thermosediminibacter_oceani
ttm	T01299	Thermoanaerobacterium_thermosaccharolyticum_DSM_571
tto	T02407	Thermoanaerobacterium_thermosaccharolyticum_M0795
txy	T01505	Thermoanaerobacterium_xylanolyticum
tsh	T02137	Thermoanaerobacterium_saccharolyticum
cpo	T00773	Coprothermobacter_proteolyticus
tnr	T01488	Thermodesulfobium_narugense
mas	T01494	Mahella_australiensis
nth	T00761	Natranaerobius_thermophilus
hor	T00838	Halothermothrix_orenii
has	T01349	Halanaerobium_hydrogeniformans
hpk	T01941	Halanaerobium_praevalens
aar	T01290	Acetohalobium_arabaticum
hhl	T02401	Halobacteroides_halobius
vpr	T01130	Veillonella_parvula
ssg	T01474	Selenomonas_sputigena
sri	T01799	Selenomonas_ruminantium
med	T01633	Megasphaera_elsdenii
mhg	T02593	Megamonas_hypermegale
afn	T01151	Acidaminococcus_fermentans
ain	T01639	Acidaminococcus_intestini
erh	T01525	Erysipelothrix_rhusiopathiae_Fujisawa
ers	T02688	Erysipelothrix_rhusiopathiae_SY1027
euc	T02586	Eubacterium_cylindroides
mge	T00002	Mycoplasma_genitalium_G37
mgu	T02208	Mycoplasma_genitalium_M2288
mgc	T02209	Mycoplasma_genitalium_M2321
mgq	T02210	Mycoplasma_genitalium_M6282
mgx	T02211	Mycoplasma_genitalium_M6320
mpn	T00006	Mycoplasma_pneumoniae_M129
mpm	T01712	Mycoplasma_pneumoniae_309
mpj	T01926	Mycoplasma_pneumoniae_FH
mpb	T02596	Mycoplasma_pneumoniae_M129-B7
mpu	T00055	Mycoplasma_pulmonis
mpe	T00107	Mycoplasma_penetrans
mga	T00131	Mycoplasma_gallisepticum_R(low)
mgh	T01923	Mycoplasma_gallisepticum_R(high)
mgf	T01924	Mycoplasma_gallisepticum_F
mgn	T02200	Mycoplasma_gallisepticum_NC06_2006.080-5-2P
mgs	T02201	Mycoplasma_gallisepticum_NC95_13295-2-2P
mgt	T02202	Mycoplasma_gallisepticum_NY01_2001.047-5-1P
mgv	T02203	Mycoplasma_gallisepticum_VA94_7994-1-7P
mgw	T02204	Mycoplasma_gallisepticum_WI01_2001.043-13-2P
mgac	T02326	Mycoplasma_gallisepticum_CA06_2006.052-5-2P
mgan	T02327	Mycoplasma_gallisepticum_NC08_2008.031-4-3P
mgnc	T02328	Mycoplasma_gallisepticum_NC96_1596-4-2P
mmy	T00161	Mycoplasma_mycoides_subsp._mycoides_SC_PG1
mmym	T02595	Mycoplasma_mycoides_subsp._mycoides_SC_Gladysdale
mml	T01478	Mycoplasma_mycoides_subsp._capri_LC_95010
mmo	T00176	Mycoplasma_mobile
mhy	T00206	Mycoplasma_hyopneumoniae_232
mhj	T00260	Mycoplasma_hyopneumoniae_J
mhp	T00264	Mycoplasma_hyopneumoniae_7448
mhn	T01925	Mycoplasma_hyopneumoniae_168
mhyl	T02675	Mycoplasma_hyopneumoniae_168-L
mhyo	T02750	Mycoplasma_hyopneumoniae_7422
msy	T00261	Mycoplasma_synoviae
mcp	T00309	Mycoplasma_capricolum
maa	T00536	Mycoplasma_agalactiae_PG2
mal	T01192	Mycoplasma_agalactiae_5632
mat	T00724	Mycoplasma_arthritidis
mco	T00919	Mycoplasma_conjunctivae
mho	T01122	Mycoplasma_hominis
mcd	T01205	Mycoplasma_crocodyli
mhr	T01301	Mycoplasma_hyorhinis_HUB-1
mhh	T01730	Mycoplasma_hyorhinis_GDL-1
mhm	T01945	Mycoplasma_hyorhinis_MCLD
mhs	T02351	Mycoplasma_hyorhinis_SK76
mfr	T01325	Mycoplasma_fermentans_JER
mfm	T01402	Mycoplasma_fermentans_M64
mfp	T02594	Mycoplasma_fermentans_PG18
mbv	T01366	Mycoplasma_bovis_PG45
mbh	T01568	Mycoplasma_bovis_Hubei-1
mbi	T02143	Mycoplasma_bovis_HB0801
mlc	T01367	Mycoplasma_leachii_PG50
mlh	T02144	Mycoplasma_leachii_99/014/6
mha	T01418	Mycoplasma_haemofelis_Langford_1
mhf	T01944	Mycoplasma_haemofelis_Ohio2
mss	T01438	Mycoplasma_suis_Illinois
msk	T01442	Mycoplasma_suis_KI3806
mpf	T01599	Mycoplasma_putrefaciens_KS1
mput	T02637	Mycoplasma_putrefaciens_Mput9231
mhe	T01666	Mycoplasma_haemocanis
mwe	T02179	Mycoplasma_wenyonii
mhl	T02329	Candidatus_Mycoplasma_haemolamae
mcy	T02424	Mycoplasma_cynos
mhb	T02582	Candidatus_Mycoplasma_haemominutum
mpv	T02873	Mycoplasma_parvum
uur	T00040	Ureaplasma_parvum_serovar_3_ATCC_700970
upa	T00680	Ureaplasma_parvum_serovar_3_ATCC_27815
uue	T00781	Ureaplasma_urealyticum_serovar_10_ATCC_33699
poy	T00154	Onion_yellows_phytoplasma_OY-M
ayw	T00314	Aster_yellows_witches'-broom_phytoplasma_AYWB
pml	T00729	Candidatus_Phytoplasma_mali
pal	T00752	Candidatus_Phytoplasma_australiense
nzs	T02674	Phytoplasma_(CPA)_NZSb11
psol	T02881	Candidatus_Phytoplasma_solani
acl	T00659	Acholeplasma_laidlawii
mfl	T00187	Mesoplasma_florum_L1
mfw	T02878	Mesoplasma_florum_W37
scr	T02676	Spiroplasma_chrysopicola
ssyr	T02677	Spiroplasma_syrphidicola
sdi	T02741	Spiroplasma_diminutum
stai	T02742	Spiroplasma_taiwanense
mtu	T00015	Mycobacterium_tuberculosis_H37Rv
mtv	T02178	Mycobacterium_tuberculosis_H37Rv
mtc	T00053	Mycobacterium_tuberculosis_CDC1551
mra	T00540	Mycobacterium_tuberculosis_H37Ra
mtf	T00545	Mycobacterium_tuberculosis_F11
mtb	T00940	Mycobacterium_tuberculosis_KZN_1435
mtk	T01690	Mycobacterium_tuberculosis_KZN_4207
mtz	T02141	Mycobacterium_tuberculosis_KZN_605
mtg	T01775	Mycobacterium_tuberculosis_RGTB327
mti	T01994	Mycobacterium_tuberculosis_RGTB423
mte	T01991	Mycobacterium_tuberculosis_CCDC5079
mtur	T02679	Mycobacterium_tuberculosis_CCDC5079
mtl	T01992	Mycobacterium_tuberculosis_CCDC5180
mto	T01993	Mycobacterium_tuberculosis_CTRI-2
mtd	T02142	Mycobacterium_tuberculosis_UT205
mtn	T02526	Mycobacterium_tuberculosis_Erdman_=_ATCC_35801
mtj	T02616	Mycobacterium_tuberculosis_Beijing/NITR203
mtub	T02617	Mycobacterium_tuberculosis_7199-99
mtuc	T02652	Mycobacterium_tuberculosis_CAS/NITR204
mtue	T02653	Mycobacterium_tuberculosis_EAI5/NITR206
mtx	T02749	Mycobacterium_tuberculosis_EAI5
mtuh	T02654	Mycobacterium_tuberculosis_Haarlem/NITR202
mtul	T02845	Mycobacterium_tuberculosis_Haarlem
mbo	T00132	Mycobacterium_bovis_AF2122/97
mbb	T00463	Mycobacterium_bovis_BCG_Pasteur_1173P2
mbt	T00864	Mycobacterium_bovis_BCG_Tokyo_172
mbm	T01727	Mycobacterium_bovis_BCG_Mexico
mbk	T02451	Mycobacterium_bovis_BCG_Korea_1168P
maf	T01575	Mycobacterium_africanum
mce	T01585	Mycobacterium_canettii_CIPT_140010059
mcq	T02419	Mycobacterium_canettii_CIPT_140060008
mcv	T02420	Mycobacterium_canettii_CIPT_140070008
mcx	T02421	Mycobacterium_canettii_CIPT_140070010
mcz	T02422	Mycobacterium_canettii_CIPT_140070017
mle	T00047	Mycobacterium_leprae_TN
mlb	T00842	Mycobacterium_leprae_Br4923
mpa	T00156	Mycobacterium_avium_subsp._paratuberculosis_K-10
mao	T02662	Mycobacterium_avium_subsp._paratuberculosis_MAP4
mav	T00433	Mycobacterium_avium_104
mit	T01754	Mycobacterium_intracellulare_MOTT-02
mir	T01755	Mycobacterium_intracellulare_MOTT-64
mia	T02158	Mycobacterium_intracellulare_ATCC_13950
mid	T02325	Mycobacterium_indicus_pranii
myo	T02732	Mycobacterium_yongonense
msm	T00434	Mycobacterium_smegmatis_MC2_155
msg	T02191	Mycobacterium_smegmatis_MC2_155
msa	T02423	Mycobacterium_smegmatis_JS623
mul	T00435	Mycobacterium_ulcerans
mva	T00449	Mycobacterium_vanbaalenii
mgi	T00498	Mycobacterium_gilvum_PYR-GCK
msp	T01376	Mycobacterium_gilvum_Spyr1
mab	T00657	Mycobacterium_abscessus_ATCC_19977
mabb	T02682	Mycobacterium_abscessus_subsp._bolletii_50594
mmv	T02177	Mycobacterium_massiliense
mmc	T00367	Mycobacterium_sp._MCS
mkm	T00442	Mycobacterium_sp._KMS
mjl	T00482	Mycobacterium_sp._JLS
mjd	T01512	Mycobacterium_sp._JDM601
mmi	T00694	Mycobacterium_marinum_M
mrh	T01685	Mycobacterium_rhodesiae
mmm	T02113	Mycobacterium_sp._MOTT36Y
mcb	T02150	Mycobacterium_chubuense
mli	T02444	Mycobacterium_liflandii
mkn	T02887	Mycobacterium_kansasii
asd	T01514	Amycolicicoccus_subflavus
cgl	T00102	Corynebacterium_glutamicum_ATCC_13032_(Kyowa_Hakko)
cgb	T00244	Corynebacterium_glutamicum_ATCC_13032_(Bielefeld)
cgu	T02508	Corynebacterium_glutamicum_K051
cgt	T00501	Corynebacterium_glutamicum_R
cgs	T02690	Corynebacterium_glutamicum_SCgG1
cgg	T02691	Corynebacterium_glutamicum_SCgG2
cgm	T02791	Corynebacterium_glutamicum_MB001
cef	T00103	Corynebacterium_efficiens
cdi	T00151	Corynebacterium_diphtheriae_NCTC_13129
cdp	T01687	Corynebacterium_diphtheriae_241
cdh	T01688	Corynebacterium_diphtheriae_INCA_402
cdt	T01693	Corynebacterium_diphtheriae_HC01
cde	T01694	Corynebacterium_diphtheriae_HC02
cdr	T01695	Corynebacterium_diphtheriae_HC03
cda	T01696	Corynebacterium_diphtheriae_HC04
cdz	T01697	Corynebacterium_diphtheriae_31A
cdb	T01698	Corynebacterium_diphtheriae_BH8
cds	T01699	Corynebacterium_diphtheriae_C7
cdd	T01700	Corynebacterium_diphtheriae_CDCE_8392
cdw	T01701	Corynebacterium_diphtheriae_PW8
cdv	T01702	Corynebacterium_diphtheriae_VA01
cjk	T00255	Corynebacterium_jeikeium
cur	T00685	Corynebacterium_urealyticum_DSM_7109
cua	T02457	Corynebacterium_urealyticum_DSM_7111
car	T00887	Corynebacterium_aurimucosum
ckp	T00896	Corynebacterium_kroppenstedtii
cpu	T01277	Corynebacterium_pseudotuberculosis_FRC41
cpl	T01689	Corynebacterium_pseudotuberculosis_3/99-5
cpg	T01753	Corynebacterium_pseudotuberculosis_316
cpp	T01771	Corynebacterium_pseudotuberculosis_P54B96
cpk	T01876	Corynebacterium_pseudotuberculosis_1002
cpq	T01877	Corynebacterium_pseudotuberculosis_C231
cpx	T01878	Corynebacterium_pseudotuberculosis_I19
cpz	T01879	Corynebacterium_pseudotuberculosis_PAT10
cor	T01934	Corynebacterium_pseudotuberculosis_267
cop	T02029	Corynebacterium_pseudotuberculosis_31
cod	T02052	Corynebacterium_pseudotuberculosis_1/06-A
cos	T02053	Corynebacterium_pseudotuberculosis_42/02-A
coi	T02054	Corynebacterium_pseudotuberculosis_CIP_52.97
coe	T02118	Corynebacterium_pseudotuberculosis_258
cou	T02154	Corynebacterium_pseudotuberculosis_Cp162
crd	T01538	Corynebacterium_resistens
cul	T01549	Corynebacterium_ulcerans_BR-AD22
cuc	T01880	Corynebacterium_ulcerans_809
cue	T02171	Corynebacterium_ulcerans_0102
cva	T01594	Corynebacterium_variabile
chn	T02472	Corynebacterium_halotolerans
ccn	T02507	Corynebacterium_callunae
cter	T02714	Corynebacterium_terpenotabidum
cmd	T02784	Corynebacterium_maris
caz	T02821	Corynebacterium_argentoratense
nfa	T00207	Nocardia_farcinica
ncy	T01756	Nocardia_cyriacigeorgica
nbr	T02270	Nocardia_brasiliensis
rha	T00382	Rhodococcus_jostii_RHA1
rer	T00881	Rhodococcus_erythropolis_PR4
rey	T02806	Rhodococcus_erythropolis_CCM2595
rop	T00882	Rhodococcus_opacus
req	T01352	Rhodococcus_equi
gbr	T01102	Gordonia_bronchialis
gpo	T01719	Gordonia_polyisoprenivorans
gor	T02216	Gordonia_sp._KTR9
tpr	T01228	Tsukamurella_paurometabola
srt	T01238	Segniliparus_rotundus
sco	T00085	Streptomyces_coelicolor
sma	T00126	Streptomyces_avermitilis
sgr	T00691	Streptomyces_griseus
scb	T01187	Streptomyces_scabiei
ssx	T01601	Streptomyces_sp._SirexAA-E
svl	T01602	Streptomyces_violaceusniger
sct	T01646	Streptomyces_cattleya_NRRL_8057
scy	T02095	Streptomyces_cattleya_NRRL_8057_=_DSM_46488
sfa	T01647	Streptomyces_flavogriseus
sbh	T01678	Streptomyces_bingchenggensis
shy	T02063	Streptomyces_hygroscopicus_subsp._jinggangensis_5008
sho	T02531	Streptomyces_hygroscopicus_subsp._jinggangensis_TL01
sve	T02274	Streptomyces_venezuelae
sdv	T02518	Streptomyces_davawensis
salb	T02545	Streptomyces_albus
strp	T02619	Streptomyces_sp._PAMC26508
sfi	T02650	Streptomyces_fulvissimus
sci	T02787	Streptomyces_collinus
ksk	T01648	Kitasatospora_setae
twh	T00116	Tropheryma_whipplei_Twist
tws	T00117	Tropheryma_whipplei_TW08/27
lxx	T00190	Leifsonia_xyli_subsp._xyli_CTCB07
lxy	T02852	Leifsonia_xyli_subsp._cynodontis_DSM_46306
cmi	T00529	Clavibacter_michiganensis_subsp._michiganensis
cms	T00678	Clavibacter_michiganensis_subsp._sepedonicus
cmc	T02530	Clavibacter_michiganensis_subsp._nebraskensis
mts	T01423	Microbacterium_testaceum
art	T00421	Arthrobacter_sp._FB24
aau	T00447	Arthrobacter_aurescens
ach	T00834	Arthrobacter_chlorophenolicus
aai	T01320	Arthrobacter_arilaitensis
apn	T01435	Arthrobacter_phenanthrenivorans
arr	T02215	Arthrobacter_sp._Rue61a
rsa	T00641	Renibacterium_salmoninarum
krh	T00701	Kocuria_rhizophila
mlu	T00918	Micrococcus_luteus
rmu	T01144	Rothia_mucilaginosa
rdn	T01343	Rothia_dentocariosa
bcv	T00893	Beutenbergia_cavernae
bfa	T00965	Brachybacterium_faecium
jde	T00972	Jonesia_denitrificans
kse	T00974	Kytococcus_sedentarius
xce	T01135	Xylanimonas_cellulosilytica
iva	T01520	Isoptericola_variabilis
ske	T01214	Sanguibacter_keddieii
cfl	T01230	Cellulomonas_flavigena
cfi	T01490	Cellulomonas_fimi
cga	T01537	Cellvibrio_gilvus
ica	T01385	Intrasporangium_calvum
pac	T00188	Propionibacterium_acnes_KPA171202
pak	T01215	Propionibacterium_acnes_SK137
pav	T01654	Propionibacterium_acnes_TypeIA2_P.acn17
pax	T01655	Propionibacterium_acnes_TypeIA2_P.acn31
paz	T01656	Propionibacterium_acnes_TypeIA2_P.acn33
paw	T01971	Propionibacterium_acnes_266
pad	T01972	Propionibacterium_acnes_ATCC_11828
pcn	T02065	Propionibacterium_acnes_6609
pacc	T02330	Propionibacterium_acnes_C1
pach	T02638	Propionibacterium_acnes_HL096PA1
pfr	T01252	Propionibacterium_freudenreichii
ppc	T02180	Propionibacterium_propionicum
pbo	T02345	Propionibacterium_acidipropionici
pra	T02632	Propionibacterium_avidum
mph	T01535	Microlunatus_phosphovorus
