ko	pathways
K14628	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K14629	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K14632	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K14649	Basal_transcription_factors:Transcription
K14650	Basal_transcription_factors:Transcription
K14651	Basal_transcription_factors:Transcription
K14656	Riboflavin_metabolism:Metabolism_of_cofactors_and_vitamins|Metabolic_pathways
K14685	Mineral_absorption:Digestive_system
K14686	Mineral_absorption:Digestive_system
K14688	Mineral_absorption:Digestive_system
K14704	Mineral_absorption:Digestive_system
K14706	Mineral_absorption:Digestive_system
K14710	Mineral_absorption:Digestive_system
K14721	Purine_metabolism:Nucleotide_metabolism|Pyrimidine_metabolism:Nucleotide_metabolism|RNA_polymerase:Transcription
K14734	Mineral_absorption:Digestive_system
K14735	Mineral_absorption:Digestive_system
K14736	HIF-1_signaling_pathway:Signal_transduction|Mineral_absorption:Digestive_system
K14739	Mineral_absorption:Digestive_system
K14750	Microbial_metabolism_in_diverse_environments
K14817	Biosynthesis_of_secondary_metabolites
K14937	Insect_hormone_biosynthesis:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K14938	Insect_hormone_biosynthesis:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K14939	Insect_hormone_biosynthesis:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K14958	Ras_signaling_pathway:Signal_transduction
K14962	mRNA_surveillance_pathway:Translation
K14978	Two-component_system:Signal_transduction
K14979	Two-component_system:Signal_transduction
K14981	Two-component_system:Signal_transduction
K14983	Two-component_system:Signal_transduction
K14987	Two-component_system:Signal_transduction
K14988	Two-component_system:Signal_transduction
K14989	Two-component_system:Signal_transduction
K15012	Two-component_system:Signal_transduction
K15037	Fatty_acid_biosynthesis:Lipid_metabolism|Valine,_leucine_and_isoleucine_degradation:Amino_acid_metabolism|Propanoate_metabolism:Carbohydrate_metabolism|Carbon_fixation_pathways_in_prokaryotes:Energy_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Carbon_metabolism
K15039	Carbon_fixation_pathways_in_prokaryotes:Energy_metabolism|Microbial_metabolism_in_diverse_environments|Carbon_metabolism
K15040	Calcium_signaling_pathway:Signal_transduction
K15041	Calcium_signaling_pathway:Signal_transduction
K15053	Endocytosis:Transport_and_catabolism
K15058	Aminobenzoate_degradation:Xenobiotics_biodegradation_and_metabolism|Microbial_metabolism_in_diverse_environments
K15060	Aminobenzoate_degradation:Xenobiotics_biodegradation_and_metabolism|Microbial_metabolism_in_diverse_environments
K15061	Aminobenzoate_degradation:Xenobiotics_biodegradation_and_metabolism|Microbial_metabolism_in_diverse_environments
K15062	Aminobenzoate_degradation:Xenobiotics_biodegradation_and_metabolism|Microbial_metabolism_in_diverse_environments
K15063	Aminobenzoate_degradation:Xenobiotics_biodegradation_and_metabolism|Microbial_metabolism_in_diverse_environments
K15066	Aminobenzoate_degradation:Xenobiotics_biodegradation_and_metabolism|Microbial_metabolism_in_diverse_environments
K15079	Fanconi_anemia_pathway:Replication_and_repair
K15233	Carbon_fixation_pathways_in_prokaryotes:Energy_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Carbon_metabolism
K15250	Chlorocyclohexane_and_chlorobenzene_degradation:Xenobiotics_biodegradation_and_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Degradation_of_aromatic_compounds
K15251	Chlorocyclohexane_and_chlorobenzene_degradation:Xenobiotics_biodegradation_and_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Degradation_of_aromatic_compounds
K15303	Metabolism_of_xenobiotics_by_cytochrome_P450:Xenobiotics_biodegradation_and_metabolism
K15360	Fanconi_anemia_pathway:Replication_and_repair
K15361	Fanconi_anemia_pathway:Replication_and_repair
K15363	Fanconi_anemia_pathway:Replication_and_repair
K15364	Fanconi_anemia_pathway:Replication_and_repair
K15365	Fanconi_anemia_pathway:Replication_and_repair
K15374	Metabolic_pathways
K15405	Cutin,_suberine_and_wax_biosynthesis:Lipid_metabolism|Biosynthesis_of_secondary_metabolites
K15466	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K15495	ABC_transporters:Membrane_transport
K15496	ABC_transporters:Membrane_transport
K15516	RNA_transport:Translation
K15541	mRNA_surveillance_pathway:Translation
K15542	mRNA_surveillance_pathway:Translation
K15543	mRNA_surveillance_pathway:Translation
K15551	Sulfur_metabolism:Energy_metabolism|ABC_transporters:Membrane_transport
K15552	Sulfur_metabolism:Energy_metabolism|ABC_transporters:Membrane_transport
K15553	Sulfur_metabolism:Energy_metabolism|ABC_transporters:Membrane_transport
K15554	Sulfur_metabolism:Energy_metabolism|ABC_transporters:Membrane_transport
K15556	ABC_transporters:Membrane_transport
K15557	ABC_transporters:Membrane_transport
K15558	ABC_transporters:Membrane_transport
K15576	Nitrogen_metabolism:Energy_metabolism|ABC_transporters:Membrane_transport
K15577	Nitrogen_metabolism:Energy_metabolism|ABC_transporters:Membrane_transport
K15579	Nitrogen_metabolism:Energy_metabolism|ABC_transporters:Membrane_transport
K15580	ABC_transporters:Membrane_transport
K15581	ABC_transporters:Membrane_transport
K15582	ABC_transporters:Membrane_transport
K15583	ABC_transporters:Membrane_transport
K15584	ABC_transporters:Membrane_transport
K15585	ABC_transporters:Membrane_transport
K15586	ABC_transporters:Membrane_transport
K15598	ABC_transporters:Membrane_transport
K15599	ABC_transporters:Membrane_transport
K15600	ABC_transporters:Membrane_transport
K15628	ABC_transporters:Membrane_transport|Peroxisome:Transport_and_catabolism
K15641	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K15642	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K15643	Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K15653	Biosynthesis_of_siderophore_group_nonribosomal_peptides:Metabolism_of_terpenoids_and_polyketides
K15654	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K15655	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K15656	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K15661	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K15662	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K15663	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K15664	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K15665	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K15666	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K15667	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K15668	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K15670	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K15671	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K15672	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K15673	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K15681	Biosynthesis_of_siderophore_group_nonribosomal_peptides:Metabolism_of_terpenoids_and_polyketides
K15752	Dioxin_degradation:Xenobiotics_biodegradation_and_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Degradation_of_aromatic_compounds
K15753	Dioxin_degradation:Xenobiotics_biodegradation_and_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Degradation_of_aromatic_compounds
K15762	Toluene_degradation:Xenobiotics_biodegradation_and_metabolism|Sulfur_metabolism:Energy_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Degradation_of_aromatic_compounds
K15770	ABC_transporters:Membrane_transport
K15771	ABC_transporters:Membrane_transport
K15772	ABC_transporters:Membrane_transport
K15783	Glycine,_serine_and_threonine_metabolism:Amino_acid_metabolism|Metabolic_pathways
K15824	Insect_hormone_biosynthesis:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15825	Insect_hormone_biosynthesis:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15826	Insect_hormone_biosynthesis:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15841	Two-component_system:Signal_transduction
K15851	Two-component_system:Signal_transduction
K15852	Two-component_system:Signal_transduction
K15859	Two-component_system:Signal_transduction
K15860	Two-component_system:Signal_transduction
K15861	Two-component_system:Signal_transduction
K15868	Secondary_bile_acid_biosynthesis:Lipid_metabolism
K15869	Secondary_bile_acid_biosynthesis:Lipid_metabolism
K15870	Secondary_bile_acid_biosynthesis:Lipid_metabolism
K15873	Secondary_bile_acid_biosynthesis:Lipid_metabolism
K15874	Secondary_bile_acid_biosynthesis:Lipid_metabolism
K15876	Nitrogen_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments
K15882	Biosynthesis_of_type_II_polyketide_backbone:Metabolism_of_terpenoids_and_polyketides
K15886	Biosynthesis_of_type_II_polyketide_backbone:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15893	Glycine,_serine_and_threonine_metabolism:Amino_acid_metabolism|Glyoxylate_and_dicarboxylate_metabolism:Carbohydrate_metabolism|Metabolic_pathways|Biosynthesis_of_secondary_metabolites
K15919	Glycine,_serine_and_threonine_metabolism:Amino_acid_metabolism|Glyoxylate_and_dicarboxylate_metabolism:Carbohydrate_metabolism|Metabolic_pathways|Biosynthesis_of_secondary_metabolites
K15926	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15927	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15928	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15930	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15931	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15932	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15933	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15934	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15935	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15937	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15938	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15940	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15941	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15943	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15945	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15947	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15952	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15953	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15955	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15956	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15957	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15958	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15962	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15967	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15968	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15969	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15970	Biosynthesis_of_type_II_polyketide_products:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15988	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15989	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15990	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15991	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15992	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15993	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15997	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15998	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K15999	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16000	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16001	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16002	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16003	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16005	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16006	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16007	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16008	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16009	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16010	Biosynthesis_of_12-,_14-_and_16-membered_macrolides:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16012	ABC_transporters:Membrane_transport
K16013	ABC_transporters:Membrane_transport
K16014	ABC_transporters:Membrane_transport
K16015	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16017	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16019	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16020	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16021	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16022	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16023	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16024	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16025	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16026	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16027	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16028	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16029	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16030	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16031	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16032	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides
K16033	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16034	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16036	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16037	Biosynthesis_of_ansamycins:Metabolism_of_terpenoids_and_polyketides|Type_I_polyketide_structures:Metabolism_of_terpenoids_and_polyketides|Biosynthesis_of_secondary_metabolites
K16046	Steroid_degradation:Xenobiotics_biodegradation_and_metabolism
K16048	Steroid_degradation:Xenobiotics_biodegradation_and_metabolism|Metabolic_pathways
K16056	Calcium_signaling_pathway:Signal_transduction
K16057	Calcium_signaling_pathway:Signal_transduction
K16058	Calcium_signaling_pathway:Signal_transduction
K16059	Calcium_signaling_pathway:Signal_transduction
K16060	NF-kappa_B_signaling_pathway:Signal_transduction|Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation|Apoptosis:Cell_growth_and_death|Focal_adhesion:Cell_communication|TNF_signaling_pathway:Signal_transduction
K16061	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation|Apoptosis:Cell_growth_and_death
K16062	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|NF-kappa_B_signaling_pathway:Signal_transduction
K16072	NF-kappa_B_signaling_pathway:Signal_transduction
K16093	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16094	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16095	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16096	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16097	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16098	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16099	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16100	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16101	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16102	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16103	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16104	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16105	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16106	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16107	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16108	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16109	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16110	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16111	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16112	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16113	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16114	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16115	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16116	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16117	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16118	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16119	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16120	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16121	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16122	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16123	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16124	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16125	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16126	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16127	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16128	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16129	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16130	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16131	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16132	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16133	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16134	Nonribosomal_peptide_structures:Metabolism_of_terpenoids_and_polyketides
K16144	Hippo_signaling_pathway:Signal_transduction
K16160	Methane_metabolism:Energy_metabolism:Energy_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Carbon_metabolism|Degradation_of_aromatic_compounds
K16162	Methane_metabolism:Energy_metabolism:Energy_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Carbon_metabolism|Degradation_of_aromatic_compounds
K16166	Circadian_rhythm_-_plant:Environmental_adaptation
K16172	mTOR_signaling_pathway:Signal_transduction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction
K16175	Hippo_signaling_pathway:Signal_transduction|Hippo_signaling_pathway_-_fly:Signal_transduction
K16177	Methane_metabolism:Energy_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments|Carbon_metabolism
K16179	Methane_metabolism:Energy_metabolism:Energy_metabolism|Microbial_metabolism_in_diverse_environments|Carbon_metabolism
K16180	Lysine_biosynthesis:Amino_acid_metabolism|Microbial_metabolism_in_diverse_environments
K16181	Lysine_biosynthesis:Amino_acid_metabolism|Microbial_metabolism_in_diverse_environments
K16182	Lysine_biosynthesis:Amino_acid_metabolism|Microbial_metabolism_in_diverse_environments
K16184	mTOR_signaling_pathway:Signal_transduction
K16185	mTOR_signaling_pathway:Signal_transduction
K16186	mTOR_signaling_pathway:Signal_transduction
K16189	Plant_hormone_signal_transduction:Signal_transduction
K16197	Cell_cycle:Cell_growth_and_death|Oocyte_meiosis:Cell_growth_and_death|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Hippo_signaling_pathway:Signal_transduction|Hippo_signaling_pathway_-_fly:Signal_transduction
K16198	Cell_cycle:Cell_growth_and_death|Oocyte_meiosis:Cell_growth_and_death|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Hippo_signaling_pathway:Signal_transduction
K16199	ABC_transporters:Membrane_transport
K16200	ABC_transporters:Membrane_transport
K16201	ABC_transporters:Membrane_transport
K16202	ABC_transporters:Membrane_transport
K16221	Circadian_rhythm_-_plant:Environmental_adaptation
K16222	Circadian_rhythm_-_plant:Environmental_adaptation
K16223	Circadian_rhythm_-_plant:Environmental_adaptation
K16224	Plant-pathogen_interaction:Environmental_adaptation
K16225	Plant-pathogen_interaction:Environmental_adaptation
K16226	Plant-pathogen_interaction:Environmental_adaptation
K16240	Circadian_rhythm_-_plant:Environmental_adaptation
K16241	Circadian_rhythm_-_plant:Environmental_adaptation
K16243	Chlorocyclohexane_and_chlorobenzene_degradation:Xenobiotics_biodegradation_and_metabolism|Benzoate_degradation:Xenobiotics_biodegradation_and_metabolism|Toluene_degradation:Xenobiotics_biodegradation_and_metabolism|Metabolic_pathways|Microbial_metabolism_in_diverse_environments|Degradation_of_aromatic_compounds
